,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Boulevard Soult,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,ARGENTEUIL,AUBERVILLIERS,Boulevard Péripherique Auteuil,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Paris stade Lenglen,0
,PA01H,RN6,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,PA15L,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/08/30 11:00:00+00,2.300000,28.100000,3.600000,22.300000,53.700000,70.100000,,1.200000,100.300000,57,40.100000,2.500000,14,34.400000,1.700000,,1.700000,,1.400000,2.100000,1.500000,1,5.800000,1.200000,1.100000,2.400000,1.500000,3.600000,1.200000,3,0.700000,0.700000,1.500000,1.200000,3.600000,1.600000,2.500000,1,18,1,5799
2021/08/30 12:00:00+00,1.600000,31,3.100000,24.200000,51.600000,61.200000,0.500000,1.100000,87.900000,57,33.100000,1.800000,22,39.900000,2.100000,,1.300000,,2.100000,2.100000,1.300000,0.700000,5.700000,1.300000,0.700000,2.200000,1.100000,3.700000,1.200000,,0.300000,0.500000,1.800000,0.700000,2.700000,1.500000,3,1.400000,12.200000,1.100000,5800
2021/08/30 13:00:00+00,1.400000,34.100000,3.300000,27.500000,73.400000,52.200000,0.400000,1.500000,105.200000,48.400000,30,2,16.800000,46.400000,1.700000,,1.100000,,2.200000,,1.200000,1,9,1.300000,0.700000,2,0.700000,4.500000,0.900000,3.800000,0.600000,0.400000,1.400000,0.900000,5.300000,1.500000,2.200000,2.100000,17.200000,0.800000,5801
2021/08/30 14:00:00+00,1.100000,24.900000,3.700000,,74.300000,70.500000,1,1.100000,106.400000,48.700000,40.700000,1.700000,26.200000,41,1.200000,,1.600000,,1.600000,1.600000,1,0.500000,7.500000,1.100000,0.800000,1.300000,2.700000,6.100000,0.900000,2.900000,0.400000,0.400000,1.500000,0.800000,10.100000,1.100000,2.300000,1.500000,22.100000,0.600000,5802
2021/08/30 15:00:00+00,1.300000,35.300000,4,24,69.700000,54.200000,0,1.100000,104.700000,39.700000,34.700000,1.700000,13.200000,45.900000,2.700000,,1.100000,,2,1.400000,1.100000,0.600000,9.500000,0.700000,1,1.600000,0.700000,4.500000,0.300000,2.400000,0.500000,0.500000,1.500000,0.800000,4.800000,0.800000,2.800000,2.300000,26.300000,0.700000,5803
2021/08/30 16:00:00+00,1,48.800000,5.400000,23.800000,60.300000,62.800000,0.200000,0.300000,80.600000,50.700000,33.300000,1.100000,13.900000,46.500000,1,,0.900000,,1.800000,1.300000,0.900000,0.500000,9.200000,0.800000,1.500000,1.300000,0.900000,0.800000,0.200000,2.200000,0.300000,0.300000,1.200000,0.800000,4.700000,0.700000,2.200000,1.100000,19.200000,0.400000,5804
2021/08/30 17:00:00+00,0.800000,40.700000,4.100000,19.200000,56.300000,53.600000,0.100000,0,61.100000,57.400000,32.900000,0.700000,11.900000,39.600000,0.700000,,1.700000,,1.400000,1.100000,0.900000,0.400000,7.200000,1.200000,0.600000,1,1.200000,1.400000,0.100000,2.700000,0.300000,0.200000,0.800000,0.700000,2.300000,0.700000,1.500000,1.600000,13.100000,0.300000,5805
2021/08/30 18:00:00+00,0.800000,27.200000,4.600000,18.400000,77.400000,26.800000,0.200000,0.200000,60.900000,53,33,0.600000,9.400000,36.800000,0.600000,,0.600000,,0.700000,0.800000,1,0.400000,6,0.800000,0.500000,1.200000,1.200000,1.700000,0.200000,2.800000,0.400000,0.200000,0.800000,0.500000,1.100000,1.400000,0.900000,0.600000,12.200000,0.200000,5806
2021/08/30 19:00:00+00,0.600000,26.300000,1.700000,14.900000,49,25.800000,0,0,59.600000,42.400000,35.100000,0.500000,7.700000,32.300000,0.600000,,1.600000,,0.500000,0.400000,0.600000,0.100000,4.700000,0.600000,0.300000,1,0.800000,0.500000,0,2,0.100000,0,0.300000,0.500000,0.500000,0.500000,1.200000,0.600000,4.500000,0,5807
2021/08/30 20:00:00+00,0.500000,19.400000,1.600000,11.600000,47,16.700000,0,0,60.300000,25.900000,30.100000,0.300000,12.500000,19.400000,0.300000,,0.700000,,0.700000,0.300000,0.600000,0.100000,4.900000,0.700000,0.300000,1,0.800000,0.500000,0,1.600000,0.200000,0.100000,0.200000,0.500000,0.200000,0.500000,0.200000,0.200000,6.900000,0,5808
2021/08/30 21:00:00+00,0.400000,16.700000,1.600000,7.300000,22.500000,15.600000,0,0,34,23.500000,21.500000,0.300000,4.500000,15.200000,0.700000,,0.600000,,0.600000,0.100000,0.500000,0.100000,2.700000,0.800000,0.300000,0.600000,1,0.800000,0,0.900000,0.300000,0.100000,0.200000,0.100000,0.100000,0.500000,0.100000,0.100000,4.700000,0,5809
2021/08/30 22:00:00+00,0.300000,11.100000,0.900000,8.900000,24.100000,11.900000,0,0,25.300000,20.900000,23.500000,0.500000,6,18.400000,1,,1.300000,,0.600000,0,0.500000,0.100000,2.100000,0.600000,0.200000,0.700000,0.800000,1.100000,0,1.100000,0.600000,0.100000,0.200000,0.100000,0,0.400000,0.300000,0.100000,3.800000,0,5810
2021/08/30 23:00:00+00,0.700000,7.100000,0.300000,5.300000,8.600000,7.700000,0,0,26,18,17.400000,0.300000,4.700000,13.300000,0.300000,,1,,0.400000,0.100000,0.500000,0,1.300000,0.600000,0.200000,0.600000,0.300000,0.200000,0,0.800000,0.400000,0.100000,0,0.200000,0,0.200000,0.100000,0.100000,2.100000,0,5811
2021/08/31 00:00:00+00,0.300000,6.100000,0.200000,4.300000,6.300000,3.600000,0,0,32.600000,14.300000,9.400000,0.500000,4.800000,7.800000,0.100000,,1,,0,0,0.400000,0,1.200000,0.500000,0.200000,0.700000,0,0.400000,0,0.600000,0.500000,0,0.100000,0.100000,0,0.200000,0.200000,0,1.700000,0,5812
2021/08/31 01:00:00+00,0.300000,7.600000,0.100000,2,19,6.500000,0,0,18.800000,16.200000,9.800000,0.300000,1.900000,6.200000,0.100000,,1.300000,,0.300000,0,0.400000,0,1,0.500000,0.200000,0.800000,0,0.400000,0,0.500000,0.400000,0.100000,0.100000,0.200000,0.100000,0.200000,0.300000,0,2.100000,0,5813
2021/08/31 02:00:00+00,0.300000,6.100000,0,2.400000,17.500000,5.500000,0,0,33.600000,14.300000,6.700000,0.700000,2.300000,5.200000,0.800000,,0.900000,,0.200000,0,0.500000,0,0.700000,0.600000,0.400000,0.700000,0,0.500000,0.100000,0.500000,0.500000,0.100000,0.300000,0.300000,0,0.100000,0.600000,0,1.100000,0,5814
2021/08/31 03:00:00+00,0.400000,8.600000,0.400000,1.500000,20.700000,16.600000,0,0,44.900000,17.200000,17,0.600000,1.900000,6.700000,0.400000,,0.700000,,0.500000,0.300000,0.500000,0.100000,1.600000,0.700000,0.300000,0.600000,0.600000,0.500000,0.200000,0.600000,0.500000,0,0.100000,0.100000,0,0.300000,0.600000,0,1.700000,0,5815
2021/08/31 04:00:00+00,0.300000,17,0.600000,7.200000,74.800000,21.100000,0,0,52.700000,37.200000,32.300000,1.400000,2.100000,22.700000,0.200000,,0.900000,,0.300000,0.400000,0.600000,0,2.100000,0.500000,0.200000,0.800000,0.100000,0.500000,0,1.300000,0.400000,0.200000,0.400000,0.100000,0,0.300000,0.200000,0.100000,4.700000,0,5816
2021/08/31 05:00:00+00,0.500000,31.100000,2.700000,13.100000,107.200000,31.600000,0,0,102.200000,81.400000,53.200000,0.900000,2.800000,54.600000,2.100000,,1.700000,,0.300000,0.400000,0.900000,0,11.200000,0.600000,0.400000,1,0.400000,0.800000,0,2.500000,0.500000,0.100000,0.300000,0.600000,0.900000,0.800000,0.500000,0.900000,6.400000,0,5817
2021/08/31 06:00:00+00,1,39.800000,,27.100000,95.600000,27.700000,0.200000,0,97.900000,109.200000,61.500000,1.300000,12,74.900000,1.400000,,1.200000,,1,1.600000,1.800000,0.300000,9.500000,0.800000,0.900000,1.100000,1.400000,1,0.200000,4.900000,0.400000,0.200000,0.800000,1.900000,1.600000,0.700000,0.600000,1.800000,8.800000,0.200000,5818
2021/08/31 07:00:00+00,1.800000,40.300000,14.200000,37.600000,110.600000,39.300000,0.500000,0.500000,101.400000,92.500000,63.100000,1,34.400000,100.300000,2.600000,,1.300000,,1.500000,2.100000,2.200000,0.700000,15.700000,1.500000,1.600000,1.800000,3.200000,5.100000,0.400000,4.900000,0.400000,0.300000,1,1.700000,8,1.700000,3.500000,3.600000,13.700000,1.100000,5819
2021/08/31 08:00:00+00,2.800000,47.500000,17.800000,44,73.600000,54.900000,1.100000,1.200000,103.400000,72.100000,54.800000,2.100000,25.400000,79.400000,3.200000,,2.600000,,3,3.300000,10.200000,1.100000,8.700000,1.400000,2.200000,3.200000,4.900000,5.900000,2.100000,4.800000,0.800000,0.500000,2.600000,1.700000,7.900000,2,3.400000,4.700000,16,3.700000,5820
2021/08/31 09:00:00+00,3.500000,38.400000,8.600000,36.900000,62.200000,69.700000,1.100000,1.800000,124.700000,60.800000,41,3.100000,28.700000,56.800000,2.800000,,2.900000,,2.900000,3.200000,1.600000,0.700000,8.500000,1.400000,1.500000,4.100000,3,6.600000,3.300000,4.800000,0.700000,0.500000,3.800000,1.600000,9.700000,2.400000,3.900000,4.200000,16.500000,2.800000,5821
2021/08/31 10:00:00+00,2.800000,31.900000,5.700000,37.900000,64,89.600000,0.600000,1.200000,129.800000,63.200000,54.400000,3,30.300000,54.200000,2,,2.800000,,2.200000,2.800000,1.300000,0.600000,8.900000,1.300000,1.300000,3,2.300000,4.900000,2.700000,4.500000,0.700000,0.800000,2.800000,1.900000,,2.100000,3.900000,1.800000,22.600000,1.800000,5822
2021/08/31 11:00:00+00,2,25.400000,5.500000,29.800000,60.700000,77.600000,0.700000,1,122.200000,46.400000,35.100000,1.700000,37.800000,43.900000,1.600000,,2,,1.400000,2.800000,1.100000,0.800000,8,1,1.100000,2.500000,2.100000,5.200000,1.700000,5.200000,0.700000,1.100000,3.200000,1,,2,3,0.900000,23.900000,2,5823
2021/08/31 12:00:00+00,1.600000,23.500000,6.300000,30.900000,55.600000,69.300000,0.200000,0.500000,126.100000,75.300000,32.500000,1.600000,17.200000,38.400000,1.300000,,1.900000,,1.800000,1.700000,1.400000,0.700000,7.500000,1,0.900000,2.100000,1.900000,9.400000,1.400000,3.200000,0.600000,1.100000,2,0.500000,,2,3.200000,1.200000,33.600000,0.600000,5824
2021/08/31 13:00:00+00,1.500000,24,2.500000,29.300000,54.700000,66.600000,0.500000,1,100.200000,74.900000,34,1.900000,19.600000,33.700000,1.100000,,1.500000,,1,1.900000,1,0.300000,10.700000,0.800000,0.700000,2.100000,1.100000,3.100000,0.900000,3.500000,0.400000,0.700000,1.700000,0.500000,9.500000,1,1.800000,1.500000,32,0.500000,5825
2021/08/31 14:00:00+00,1.300000,27.800000,3.200000,30.200000,52.900000,76.800000,0.100000,1.100000,135.900000,47.300000,33.300000,1.800000,13.900000,37.900000,0.800000,,1.900000,,1.300000,2.200000,0.900000,0.400000,6.400000,1.300000,0.700000,1.500000,1.800000,3.200000,0.800000,3,0.400000,0.400000,1.800000,1,7.600000,0.800000,2.600000,1.300000,33.100000,0.600000,5826
2021/08/31 15:00:00+00,1.500000,34.900000,3.200000,31.200000,72.900000,77.900000,0,0.200000,101.300000,39.200000,33.300000,1.900000,16.700000,41.700000,1.200000,,1.200000,,1.500000,1.400000,0.900000,0.300000,7.900000,3.100000,0.700000,1.300000,0.600000,2,0.400000,3.800000,0.500000,0.300000,1.500000,0.700000,4.600000,1.200000,1.800000,1,34.500000,0.400000,5827
2021/08/31 16:00:00+00,1.200000,32.200000,3.200000,27,69.400000,75.400000,0.100000,0.100000,102.600000,40.400000,29.600000,1.500000,20.100000,44.900000,0.800000,,1.300000,,1.700000,1.700000,0.800000,0.500000,9.400000,1.100000,0.600000,2.100000,0.500000,1.600000,0,2.700000,0.300000,0.400000,1.500000,0.800000,6.500000,1.800000,1.600000,1.200000,37.900000,0.200000,5828
2021/08/31 17:00:00+00,0.800000,39.400000,3.800000,28.300000,65.400000,75.600000,0,0.200000,87.500000,50.100000,33.100000,1.200000,20.900000,32,1,,0.800000,,1,1,0.800000,0.800000,8.700000,1,1.200000,1.400000,0.600000,1.500000,0.200000,2.900000,0.300000,0.300000,1.200000,1,3.800000,0.600000,1.800000,0.600000,35,0.100000,5829
2021/08/31 18:00:00+00,0.700000,39.400000,3.100000,30.200000,51.700000,70.800000,0,0,74.500000,48.300000,35.200000,0.700000,11.600000,34.700000,0.800000,,1.400000,,1.100000,0.700000,0.700000,0.400000,12.500000,0.800000,0.500000,1.100000,0.400000,1.500000,0.100000,1.800000,0.200000,0.100000,0.900000,0.900000,5.700000,0.700000,1.700000,0.500000,32.100000,,5830
2021/08/31 19:00:00+00,0.400000,44.100000,1.600000,22.200000,53.600000,86.300000,0,0,69.900000,33.800000,27.500000,0.400000,12.700000,39.800000,1,,1.100000,,0.300000,0.300000,0.500000,0.200000,8.200000,0.400000,0.300000,0.900000,0,1.200000,0,1.200000,0.100000,0.100000,0.600000,0.200000,3.300000,0.400000,1.300000,0,23.900000,,5831
2021/08/31 20:00:00+00,0.300000,34.300000,1.600000,22.200000,39.700000,63.500000,0,0,67.100000,30.100000,35.400000,0.600000,17.300000,21.700000,0.100000,,1.100000,,0.700000,0.300000,0.400000,0,4.500000,0.500000,1.200000,0.600000,0,0.700000,0,0.900000,0.200000,0.100000,0.200000,0.100000,2.400000,0.500000,1,0.100000,21.800000,,5832
2021/08/31 21:00:00+00,0.400000,27.900000,1.500000,14.300000,21.600000,42.900000,,0.200000,65.700000,12.800000,26,0.600000,21,20.600000,0.200000,,1.100000,,0.700000,0.200000,0.400000,0,3.100000,0.500000,0.100000,0.600000,0,0.300000,0,0.800000,0.200000,0,0.100000,0.100000,4.400000,0.300000,1.100000,0,17.200000,,5833
2021/08/31 22:00:00+00,0.500000,19.100000,0.300000,13.500000,16.100000,32.600000,0.100000,0,49,8.900000,26.900000,0.400000,19.500000,16.800000,0.400000,,1.200000,,0.400000,0.100000,0.500000,0.100000,1.800000,0.400000,0.400000,0.900000,0.100000,0.800000,0.100000,0.500000,0.300000,0.100000,0.200000,0.200000,2.900000,0.200000,0.600000,0,13.400000,,5834
2021/08/31 23:00:00+00,0.500000,13.700000,0.100000,9.600000,14.800000,21.400000,0,0,44.200000,7.600000,21.700000,0.200000,8.200000,11.800000,0.300000,,1.400000,,0.300000,0,0.500000,0,1.700000,0.400000,0.300000,0.800000,0.300000,0.400000,0,0.900000,0.200000,0,0.300000,0.100000,3.600000,0.200000,0.700000,0.200000,9.400000,,5835
2021/09/01 00:00:00+00,0.200000,6.100000,0,7.100000,5.700000,17.500000,0,0,43.900000,5.500000,13,0.400000,3.200000,7.100000,0.700000,,0.700000,,0.300000,0.100000,0.500000,0,1.300000,0.400000,0.200000,0.600000,0.100000,0.400000,0,0.500000,0.400000,0,0.300000,0.100000,0.900000,0.200000,0.400000,0,4.500000,,5836
2021/09/01 01:00:00+00,0.400000,7.800000,0,5.700000,8.900000,18.200000,0,0,36.200000,5,8.200000,0.400000,1.700000,9.500000,0.300000,,0.800000,,0.400000,0.100000,0.500000,0.100000,1,0.600000,0.200000,0.800000,0,0.400000,0,0.800000,0.300000,0,0.200000,0.200000,0.400000,0.300000,0.300000,0,4.300000,,5837
2021/09/01 02:00:00+00,0.400000,5.100000,0,6.400000,12.500000,14.400000,0,0,45.400000,5.100000,7.300000,0.600000,2.800000,4.100000,0.500000,,0.700000,,0.200000,0.100000,0.500000,0.100000,1,0.400000,0.200000,1,0.300000,0.900000,0,0.800000,0.400000,0.100000,0.300000,0.200000,0.100000,0.200000,0.600000,0,3.400000,,5838
2021/09/01 03:00:00+00,0.400000,10,0,4.200000,20.800000,23.100000,0,0,58.300000,10.900000,14,0.600000,1.900000,7.400000,0.300000,,1.400000,,0.500000,0.200000,0.500000,0,1.400000,0.500000,0.300000,0.900000,0.100000,0.500000,0,3.900000,0.400000,0,0.100000,0.200000,0.300000,0.500000,0.600000,0,7.300000,,5839
2021/09/01 04:00:00+00,0.400000,25.300000,0.800000,5.700000,38.400000,45.600000,0,0,74.100000,23.600000,20.300000,0.900000,5.600000,14.800000,0.400000,,1.100000,,1.100000,0.200000,0.600000,0.100000,2.600000,0.800000,0.400000,1,0.100000,0.700000,0,4.300000,0.500000,0,0.200000,0.500000,0.700000,0.300000,0.800000,0.300000,17.300000,,5840
2021/09/01 05:00:00+00,0.500000,54.400000,0.900000,20.900000,65.500000,72.600000,0,0,112.400000,45.600000,45.300000,0.800000,3.500000,41.500000,0.900000,,1,,0.400000,1.200000,0.900000,0,4.700000,0.900000,0.500000,1.300000,0.100000,0.700000,0,2.300000,0.400000,0.200000,0.300000,0.400000,2.500000,0.800000,0.700000,0.300000,30.200000,,5841
2021/09/01 06:00:00+00,0.800000,119.800000,3.100000,32.600000,66.300000,79.400000,0.200000,0.300000,164.400000,75.700000,43.800000,0.900000,11.900000,71.400000,1.300000,,0.900000,,1,1.600000,1.100000,0.100000,10.400000,1.200000,0.700000,1.400000,1.400000,1,0.400000,2.100000,0.400000,0.200000,0.400000,0.400000,9.500000,1.100000,2.400000,1.500000,44.200000,,5842
2021/09/01 07:00:00+00,1.500000,73.200000,12.800000,42.700000,55.300000,104.200000,1.100000,2,147.700000,78.700000,40.400000,2.800000,47.400000,76.400000,2.700000,,1.900000,,1.800000,3.100000,8.600000,0.300000,11.600000,2.900000,1.100000,2.800000,1.900000,2.400000,0.100000,4.700000,0.700000,0.200000,3.100000,1.400000,16.800000,3.600000,3.900000,2.500000,46.700000,,5843
2021/09/01 08:00:00+00,2.700000,55.900000,6.100000,46.800000,58.300000,87.100000,2.400000,1.500000,153.700000,55.800000,45.400000,2.500000,28.500000,80.200000,3.400000,,2.100000,,2.100000,3.500000,1.500000,0.900000,8.200000,3.400000,1.300000,5,1.900000,2.700000,1.500000,5.400000,1,0.900000,2.500000,2,16.500000,2,3.600000,2.500000,34.500000,,5844
2021/09/01 09:00:00+00,3.500000,21.600000,4.600000,37.300000,61.400000,83.100000,1.200000,1.700000,129.100000,50.600000,49.300000,3.100000,29.300000,53.300000,2.500000,,3.200000,,2.300000,2.600000,1.900000,0.900000,8.800000,1.800000,1.500000,3.500000,2,,1.900000,5.300000,1,1.100000,1.800000,1.400000,14.300000,2.400000,2.700000,2.700000,33.200000,,5845
2021/09/01 10:00:00+00,4,26.900000,3.500000,41.300000,54.200000,74.800000,0.900000,2,131.700000,58.600000,45.300000,2.200000,34.100000,54.200000,1.900000,,2.400000,,2.200000,3.100000,1.900000,1.100000,6.600000,1.600000,1.900000,5.800000,1.900000,3.800000,2.100000,5.900000,0.800000,2.300000,,0.900000,14,3.900000,2.200000,1.800000,29.100000,3.100000,5846
2021/09/01 11:00:00+00,3.100000,28.400000,4.400000,30.700000,65.100000,84.300000,0.500000,1.700000,114.900000,57.500000,35.100000,2.300000,20.800000,36.300000,1.600000,,3.200000,,2.200000,2.900000,1.400000,1,7,1.500000,1.200000,3.600000,1.900000,2,1.300000,4.500000,0.600000,2.500000,2.100000,1.400000,11.300000,3.200000,3.100000,1.700000,45.600000,2.900000,5847
2021/09/01 12:00:00+00,2.600000,21.800000,2.400000,29.300000,63.900000,67.400000,0.600000,2,133.700000,50.800000,34.500000,2.400000,23.700000,31.100000,1.300000,,2.800000,,1.300000,1.800000,1,0.200000,6.100000,1.300000,0.800000,2.600000,1.600000,1.900000,1.400000,4.200000,0.400000,1.700000,1.800000,1.200000,11.300000,1.900000,2.600000,0.600000,38.100000,1.700000,5848
2021/09/01 13:00:00+00,1.700000,25.700000,1.300000,23.600000,47.300000,72.800000,0.600000,,114.600000,47.400000,29.500000,2,20.800000,48.600000,0.800000,,2.200000,,0.800000,2,0.800000,0.400000,8.300000,4.600000,0.600000,2.900000,0.500000,1.800000,0.500000,2.800000,0.200000,1,1.700000,0.700000,10.200000,1.600000,1.600000,0.700000,61.100000,0.800000,5849
2021/09/01 14:00:00+00,1.500000,24.900000,2.400000,27.700000,48.500000,76.400000,0.400000,1.200000,118.100000,40.900000,26.800000,1.200000,33,48.500000,0.700000,,2.400000,,0.400000,2.300000,0.900000,0.400000,5.600000,3.400000,0.700000,2.100000,0.300000,1.100000,0,2.800000,0.300000,0.500000,1.700000,0.600000,11.200000,1.200000,2.400000,0.800000,36,0.400000,5850
2021/09/01 15:00:00+00,1.200000,22.500000,4,31.400000,43.800000,72.700000,2.100000,1.200000,108.100000,39.700000,29.800000,1.400000,40.500000,45.400000,0.800000,,1.800000,,1.100000,1.500000,0.900000,0.200000,7.300000,1.500000,0.800000,1.900000,0.200000,1.800000,0.300000,3.200000,0.400000,0.300000,1.500000,0.800000,10.400000,1.100000,2.300000,0.900000,41.400000,0.600000,5851
2021/09/01 16:00:00+00,1.200000,23.400000,1.900000,33.200000,56.700000,64.600000,0.300000,1,115.900000,39,29.400000,1.600000,28.600000,49.900000,1,,1.500000,,0.900000,1.300000,1,0.600000,9.100000,0.500000,0.600000,1.500000,0.600000,1.600000,0.300000,3.600000,0.300000,0.300000,1.400000,0.900000,7.900000,1.900000,3.600000,1,45.900000,0.700000,5852
2021/09/01 17:00:00+00,1.300000,35.600000,2.600000,28.700000,53.900000,62.800000,0.200000,0.400000,86,34.300000,50.100000,1.100000,16,49.900000,1.300000,,1.600000,,0.800000,1.300000,1.100000,0.200000,7.200000,0.600000,1.500000,1.400000,0.800000,1.900000,0.300000,2.200000,0.500000,0.400000,1.200000,0.600000,3.500000,1.200000,2.200000,1.200000,36.100000,0.500000,5853
2021/09/01 18:00:00+00,0.800000,19.700000,2.300000,28.800000,47,59.900000,0.100000,0.300000,75.100000,35.700000,46.900000,1.100000,17.800000,50.800000,0.700000,,0.200000,,0.600000,1.600000,0.700000,0.300000,9.200000,0.800000,0.600000,1.200000,0.300000,1.200000,0,2.200000,0.100000,0.300000,0.900000,0.800000,3.500000,0.500000,2.200000,0.500000,21.600000,0.100000,5854
2021/09/01 19:00:00+00,0.500000,20,6.400000,20.200000,29.200000,69.400000,0,0,76.200000,45.200000,27.300000,0.700000,10.200000,36,0.500000,,1.100000,,0.500000,0.800000,0.600000,0.200000,7.100000,0.900000,0.500000,1,0.200000,0.700000,0.200000,1.900000,0.200000,0.100000,0.600000,0.400000,4.200000,0.400000,1,0.200000,45.700000,0,5855
2021/09/01 20:00:00+00,0.400000,18.600000,3.100000,15.600000,28.300000,49.300000,0.100000,0,59,29.100000,19.200000,0.500000,12.400000,15.900000,0.200000,,1.300000,,0.200000,0.700000,0.500000,0.100000,4.700000,0.500000,0.300000,0.900000,0.200000,0.400000,0,1.100000,0.400000,0,0.300000,0.300000,3.900000,0.200000,1,0.200000,35.800000,0,5856
2021/09/01 21:00:00+00,0.500000,15.100000,0.700000,13.800000,18.400000,37,0.100000,0,47.500000,34.800000,15.100000,0.400000,6.300000,18.500000,0.100000,,0.800000,,0.300000,0.700000,0.500000,0.100000,3.400000,0.500000,0.200000,0.700000,0.100000,0.300000,0,0.800000,0.400000,0,0.100000,0.100000,2.200000,0.400000,1.100000,0.100000,24.200000,0,5857
2021/09/01 22:00:00+00,0.500000,16.600000,0.900000,10.400000,20.500000,33.100000,0,0,49.600000,24.100000,18.600000,0.400000,12.100000,19.700000,0.200000,,0.600000,,0,0.100000,0.500000,0.100000,1.400000,0.500000,0.100000,0.600000,0.100000,0.500000,0.100000,1.200000,0.300000,0,0.100000,0,2.200000,0.200000,0.500000,0,20.400000,0,5858
2021/09/01 23:00:00+00,0.500000,10.600000,0.100000,9.300000,13.300000,24.700000,0,0,38.200000,26,17.300000,0.300000,11.600000,8.100000,0.200000,,0.400000,,0.300000,0.400000,0.500000,0,1.900000,0.500000,0.200000,0.900000,0,0.800000,0,0.600000,0.300000,0.100000,0.100000,0.200000,1.900000,0.300000,0.300000,0,16.100000,0,5859
2021/09/02 00:00:00+00,0.400000,6.100000,0.100000,8.300000,5.100000,19,0,0,32.100000,17.800000,8.700000,0.300000,4.200000,9.100000,0.300000,,0.300000,,0.600000,0.100000,0.500000,0.100000,1.300000,0.600000,0.400000,0.700000,0,0.600000,0,0.500000,0.400000,0.100000,0.200000,0.100000,1,0.200000,0.200000,0,10.500000,0,5860
2021/09/02 01:00:00+00,0.700000,8.300000,0,3.600000,12.500000,16.900000,0,0.100000,25.200000,9.300000,9.100000,0.200000,5.400000,6.900000,0,,1.200000,,0.200000,0.100000,0.400000,0.100000,1,0.300000,0.300000,0.700000,0,0.600000,0,0.200000,0.400000,0,0.200000,0.400000,0.600000,0.200000,0.300000,0,8.300000,0,5861
